Voltage,Current
-0.198,-2.3282792027496324e-05
-0.197,-2.24944957844561e-05
-0.196,-2.170616876994967e-05
-0.195,-2.0817810983977026e-05
-0.194,-2.0329422426538168e-05
-0.193,-1.96410030976331e-05
-0.192,-1.915255299726182e-05
-0.191,-1.8764072125424328e-05
-0.19,-1.787556048212062e-05
-0.189,-1.7387018067350704e-05
-0.188,-1.6898444881114573e-05
-0.187,-1.6409840923412235e-05
-0.186,-1.632120619424368e-05
-0.185,-1.5832540693608915e-05
-0.184,-1.5243844421507937e-05
-0.183,-1.4955117377940751e-05
-0.182,-1.4866359562907348e-05
-0.181,-1.4377570976407737e-05
-0.18,-1.3888751618441912e-05
-0.179,-1.3699901489009874e-05
-0.178,-1.3411020588111625e-05
-0.177,-1.3322108915747165e-05
-0.176,-1.293316647191649e-05
-0.175,-1.2644193256619606e-05
-0.174,-1.245518926985651e-05
-0.173,-1.21661545116272e-05
-0.172,-1.207708898193168e-05
-0.171,-1.1587992680769946e-05
-0.17,-1.1498865608142002e-05
-0.169,-1.1109707764047844e-05
-0.168,-1.1020519148487475e-05
-0.167,-1.0631299761460895e-05
-0.166,-1.0442049602968101e-05
-0.165,-1.0252768673009097e-05
-0.164,-9.96345697158388e-06
-0.163,-9.674114498692451e-06
-0.162,-9.68474125433481e-06
-0.161,-9.595337238510958e-06
-0.16,-9.405902451220891e-06
-0.159,-9.216436892464615e-06
-0.158,-9.126940562242127e-06
-0.157,-8.937413460553427e-06
-0.156,-8.847855587398513e-06
-0.155,-8.718266942777387e-06
-0.154,-8.58864752669005e-06
-0.153,-8.288997339136503e-06
-0.152,-8.379316380116742e-06
-0.151,-8.099604649630769e-06
-0.15,-7.899862147678583e-06
-0.149,-7.670088874260188e-06
-0.148,-7.680284829375578e-06
-0.147,-7.600450013024758e-06
-0.146,-7.340584425207725e-06
-0.145,-7.040688065924479e-06
-0.144,-6.950760935175023e-06
-0.143,-6.9308030329593535e-06
-0.142,-6.770814359277474e-06
-0.141,-6.600794914129381e-06
-0.14,-6.580744697515075e-06
-0.139,-6.430663709434559e-06
-0.138,-6.43055194988783e-06
-0.137,-6.210409418874889e-06
-0.136,-6.050236116395736e-06
-0.135,-6.010032042450372e-06
-0.134,-6.059797197038795e-06
-0.133,-5.7895315801610066e-06
-0.132,-5.839235191817005e-06
-0.131,-5.648908032006793e-06
-0.13,-5.538550100730368e-06
-0.129,-5.368161397987731e-06
-0.128,-5.247741923778882e-06
-0.127,-5.157291678103821e-06
-0.126,-5.016810660962548e-06
-0.125,-4.926298872355063e-06
-0.124,-4.965756312281368e-06
-0.123,-4.895182980741459e-06
-0.122,-4.754578877735338e-06
-0.121,-4.723944003263006e-06
-0.12,-4.54327835732446e-06
-0.119,-4.372581939919703e-06
-0.118,-4.321854751048735e-06
-0.117,-4.271096790711554e-06
-0.116,-4.120308058908161e-06
-0.115,-4.029488555638556e-06
-0.114,-3.91863828090274e-06
-0.113,-3.897757234700711e-06
-0.112,-3.926845417032471e-06
-0.111,-3.7859028278980182e-06
-0.11,-3.674929467297354e-06
-0.109,-3.5339253352304767e-06
-0.108,-3.5128904316973885e-06
-0.107,-3.5518247566980873e-06
-0.106,-3.480728310232575e-06
-0.105,-3.3196010923008497e-06
-0.104,-3.1184431029029138e-06
-0.103,-3.0072543420387646e-06
-0.102,-2.876034809708404e-06
-0.101,-2.784784505911831e-06
-0.1,-2.763503430649047e-06
-0.09901,-2.6921048547060977e-06
-0.09801,-2.560762544225551e-06
-0.097,-2.4694755760634205e-06
-0.09602,-2.4278997997187095e-06
-0.09501,-2.2765509839866398e-06
-0.09401,-2.215085587641245e-06
-0.09302,-2.0935045338265125e-06
-0.09202,-2.1619779022633564e-06
-0.09102,-1.9904204992339873e-06
-0.09003,-1.918748358802121e-06
-0.089,-1.7873806859884237e-06
-0.08801,-1.705647008778426e-06
-0.08702,-1.5938831724543943e-06
-0.086,-1.5223373730178018e-06
-0.08501,-1.3605123045531545e-06
-0.084,-1.3188213070396607e-06
-0.083,-1.2170171168512721e-06
-0.08199,-1.1752636501842213e-06
-0.081,-1.113316422075859e-06
-0.08001,-1.0213390348534624e-06
-0.079,-9.294926414355976e-07
-0.07801,-8.774543267101015e-07
-0.07702,-7.853858528705706e-07
-0.076,-7.135261844786161e-07
-0.075,-5.914758225605315e-07
-0.07399,-5.294737224464877e-07
-0.07299,-4.4836150988131686e-07
-0.07201,-4.000616870909307e-07
-0.07101,-3.178885470226604e-07
-0.07001,-2.3468463548817787e-07
-0.06901,-1.2744995248748348e-07
-0.06801,-3.9184498020577046e-08
-0.06701,3.411172791254136e-08
-0.06602,6.651530301912065e-08
-0.06502,1.298727641700009e-07
-0.06402,2.2826099678709318e-07
-0.063,3.6612869482101896e-07
-0.06201,4.073084295713133e-07
-0.06101,5.185352843017037e-07
-0.06001,5.860469104983061e-07
-0.05901,7.175893081611205e-07
-0.05802,7.872365932800989e-07
-0.05699,9.036188105662453e-07
-0.05601,9.854011299468355e-07
-0.05501,1.0580666134744981e-06
-0.05401,1.1387628684683724e-06
-0.05303,1.2766350528388882e-06
-0.05203,1.3643922353358622e-06
-0.05103,1.4471801892990483e-06
-0.05001,1.5798556031059898e-06
-0.04898,1.712491694219825e-06
-0.04799,1.7754445307668485e-06
-0.04701,1.8784982544794286e-06
-0.04601,1.8714406812029991e-06
-0.045,2.0243437667705835e-06
-0.04399,2.097278242310851e-06
-0.04299,2.2703135988623817e-06
-0.042,2.383448913281189e-06
-0.04101,2.5066143868140306e-06
-0.04001,2.509741442334873e-06
-0.03902,2.602967538733299e-06
-0.03802,2.686155829471903e-06
-0.03701,2.799307237694672e-06
-0.03601,2.822557379080362e-06
-0.03502,2.9359053304849875e-06
-0.03401,2.969149976250379e-06
-0.03301,3.072492432034705e-06
-0.03202,3.13593177469398e-06
-0.03101,3.269269658001994e-06
-0.03002,3.2927699281643682e-06
-0.02901,3.43616996983413e-06
-0.02801,3.4696662829495166e-06
-0.02702,3.533257944366541e-06
-0.02601,3.606751223578925e-06
-0.02499,3.720211937512183e-06
-0.02398,3.823768307461741e-06
-0.02298,4.007419401052174e-06
-0.02198,4.031101266108819e-06
-0.021,4.1349393483408495e-06
-0.02,4.148682140900594e-06
-0.01901,4.272517816967532e-06
-0.018,4.336260040418718e-06
-0.017,4.4500951473770985e-06
-0.016,4.503961025801691e-06
-0.01499,4.667796797587308e-06
-0.01401,4.741845670517184e-06
-0.013,4.84574328987274e-06
-0.01198,4.9196123473169245e-06
-0.01099,5.023692342671293e-06
-0.00999,5.07774315760782e-06
-0.00899,5.121824744010558e-06
-0.008,5.185995825982061e-06
-0.00701,5.2901970670675986e-06
-0.00601,5.334370352439649e-06
-0.005,5.418516605242199e-06
-0.00401,5.472809237582386e-06
-0.00302,5.607132029036607e-06
-0.00202,5.671428092558843e-06
-0.00101,5.85569835129308e-06
-9.36e-06,5.850052664380642e-06
0.00102,5.984277087086156e-06
0.00202,6.058697467331888e-06
0.00302,6.143148619043833e-06
0.00402,6.217630542221989e-06
0.00501,6.302197957601157e-06
0.00601,6.376741115997074e-06
0.00701,6.501315045859205e-06
0.008,6.515973547855506e-06
0.009,6.610608712935398e-06
0.01,6.645274649481503e-06
0.011,6.789971357493819e-06
0.01201,6.884646267163037e-06
0.01299,6.9995093530888826e-06
0.01403,7.094090256419521e-06
0.01502,7.1789626139517025e-06
0.01602,7.233813794724403e-06
0.01702,7.3386957469633155e-06
0.018,7.403709914633969e-06
0.01899,7.478703213259803e-06
0.02001,7.5435763374921915e-06
0.021,7.668630868258641e-06
0.022,7.78366606239929e-06
