Voltage,Current
-0.198,-3.1240571828301045e-05
-0.197,-3.0407024761891744e-05
-0.196,-2.9573498294740037e-05
-0.195,-2.8639992426845918e-05
-0.194,-2.810650715820938e-05
-0.193,-2.7373042488830437e-05
-0.192,-2.683959841870908e-05
-0.191,-2.6406174947845315e-05
-0.19,-2.5472772076239133e-05
-0.189,-2.493938980389054e-05
-0.188,-2.4406028130799532e-05
-0.187,-2.3872687056966117e-05
-0.186,-2.3739366582390292e-05
-0.185,-2.3206066707072047e-05
-0.184,-2.2572787431011393e-05
-0.183,-2.2239528754208334e-05
-0.182,-2.2106290676662856e-05
-0.181,-2.157307319837497e-05
-0.18,-2.1039876319344668e-05
-0.179,-2.0806700039571955e-05
-0.178,-2.0473544359056833e-05
-0.177,-2.0340409277799296e-05
-0.176,-1.9907294795799348e-05
-0.175,-1.9574200913056987e-05
-0.174,-1.9341127629572214e-05
-0.173,-1.9008074945345033e-05
-0.172,-1.8875042860375434e-05
-0.171,-1.8342031374663428e-05
-0.17,-1.820904048820901e-05
-0.169,-1.777607020101218e-05
-0.168,-1.7643120513072934e-05
-0.167,-1.7210191424391278e-05
-0.166,-1.6977282934967214e-05
-0.165,-1.6744395044800733e-05
-0.164,-1.641152775389184e-05
-0.163,-1.6078681062240537e-05
-0.162,-1.604585496984682e-05
-0.161,-1.5913049476710694e-05
-0.16,-1.5680264582832154e-05
-0.159,-1.5447500288211204e-05
-0.158,-1.531475659284784e-05
-0.157,-1.5082033496742066e-05
-0.156,-1.4949330999893878e-05
-0.155,-1.4776649102303278e-05
-0.154,-1.4603987803970269e-05
-0.153,-1.4261347104894846e-05
-0.152,-1.4308727005077012e-05
-0.151,-1.3986127504516766e-05
-0.15,-1.3743548603214106e-05
-0.149,-1.3470990301169035e-05
-0.148,-1.3438452598381552e-05
-0.147,-1.3315935494851659e-05
-0.146,-1.3013438990579354e-05
-0.145,-1.2670963085564632e-05
-0.144,-1.2538507779807504e-05
-0.143,-1.247607307330796e-05
-0.142,-1.2273658966066007e-05
-0.141,-1.2061265458081642e-05
-0.14,-1.1998892549354862e-05
-0.139,-1.1806540239885672e-05
-0.138,-1.1764208529674071e-05
-0.137,-1.1501897418720057e-05
-0.136,-1.1299606907023631e-05
-0.135,-1.1217336994584793e-05
-0.134,-1.1225087681403543e-05
-0.133,-1.0912858967479882e-05
-0.132,-1.0920650852813807e-05
-0.131,-1.0688463337405322e-05
-0.13,-1.0536296421254425e-05
-0.129,-1.0324150104361115e-05
-0.128,-1.0162024386725394e-05
-0.127,-1.002991926834726e-05
-0.126,-9.847834749226714e-06
-0.125,-9.715770829363758e-06
-0.124,-9.713727508758389e-06
-0.123,-9.601704787410607e-06
-0.122,-9.419702665320414e-06
-0.121,-9.347721142487809e-06
-0.12,-9.125760218912791e-06
-0.119,-8.913819894595363e-06
-0.118,-8.821900169535522e-06
-0.117,-8.730001043733269e-06
-0.116,-8.538122517188604e-06
-0.115,-8.406264589901526e-06
-0.114,-8.254427261872039e-06
-0.113,-8.192610533100137e-06
-0.112,-8.180814403585825e-06
-0.111,-7.9990388733291e-06
-0.11,-7.847283942329965e-06
-0.109,-7.665549610588415e-06
-0.108,-7.603835878104456e-06
-0.107,-7.602142744878082e-06
-0.106,-7.490470210909298e-06
-0.105,-7.288818276198102e-06
-0.104,-7.047186940744494e-06
-0.103,-6.8955762045484735e-06
-0.102,-6.7239860676100415e-06
-0.101,-6.592416529929198e-06
-0.1,-6.5308675915059415e-06
-0.09901,-6.419654433765605e-06
-0.09801,-6.2481464878649495e-06
-0.097,-6.116344371781702e-06
-0.09602,-6.035506959343931e-06
-0.09501,-5.8437462457085104e-06
-0.09401,-5.742320696838206e-06
-0.09302,-5.581229694755293e-06
-0.09202,-5.60984513840759e-06
-0.09102,-5.398481181317474e-06
-0.09003,-5.287451155096948e-06
-0.089,-5.115188819850936e-06
-0.08801,-4.9941999880257345e-06
-0.08702,-4.843231345532894e-06
-0.086,-4.731345375627102e-06
-0.08501,-4.530417723596936e-06
-0.084,-4.4488860757658206e-06
-0.083,-4.307687324721561e-06
-0.08199,-4.226197495443274e-06
-0.081,-4.1253516204058065e-06
-0.08001,-3.994525934700701e-06
-0.079,-3.8630983131204045e-06
-0.07801,-3.772313413945324e-06
-0.07702,-3.6415487041026056e-06
-0.076,-3.5298728466242123e-06
-0.075,-3.3688388896406574e-06
-0.07399,-3.2675155023636814e-06
-0.07299,-3.147522949887879e-06
-0.07201,-3.0611702338613045e-06
-0.07101,-2.940218467915526e-06
-0.07001,-2.8182873012273354e-06
-0.06901,-2.672376733796733e-06
-0.06801,-2.5454867656237193e-06
-0.06701,-2.433617396708293e-06
-0.06602,-2.363077012780708e-06
-0.06502,-2.261248636387882e-06
-0.06402,-2.1244408592526437e-06
-0.063,-1.9474381479298687e-06
-0.06201,-1.8683255409949826e-06
-0.06101,-1.7188337676250849e-06
-0.06001,-1.6131085935127751e-06
-0.05901,-1.443404018658053e-06
-0.05802,-1.3360267808505657e-06
-0.05699,-1.1804436093070101e-06
-0.05601,-1.0614138896394159e-06
-0.05501,-9.507917118150466e-07
-0.05401,-8.32190133248265e-07
-0.05303,-6.57220571652531e-07
-0.05203,-5.316597796157737e-07
-0.05103,-4.1111958683660457e-07
-0.05001,-2.399898115570195e-07
-0.04898,-6.857659006834271e-08
-0.04799,3.15961032910727e-08
-0.04701,1.7144413750674008e-07
-0.04601,2.0188092201281726e-07
-0.045,3.926011650875406e-07
-0.04399,5.033003948595979e-07
-0.04299,7.13674969607759e-07
-0.042,8.637255073097517e-07
-0.04101,1.0237558556793824e-06
-0.04001,1.064069044639931e-06
-0.03902,1.194058810412187e-06
-0.03802,1.3143310068501357e-06
-0.03701,1.464885015976049e-06
-0.03601,1.5251158079062457e-06
-0.03502,1.675024000618453e-06
-0.03401,1.7455155939938746e-06
-0.03301,1.8856845881513072e-06
-0.03202,1.985531601068478e-06
-0.03101,2.1559607786934083e-06
-0.03002,2.215767005080554e-06
-0.02901,2.3961545722051564e-06
-0.02801,2.4662205700746487e-06
-0.02702,2.565965616666759e-06
-0.02601,2.676290768040869e-06
-0.02499,2.826894842027104e-06
-0.02398,2.967177758743381e-06
-0.02298,3.1871401423472057e-06
-0.02198,3.247081926693442e-06
-0.021,3.386404889953041e-06
-0.02,3.4363058877692536e-06
-0.01901,3.595887584308616e-06
-0.018,3.696046085628913e-06
-0.017,3.84588528567236e-06
-0.016,3.9357038864582205e-06
-0.01499,4.135799763975524e-06
-0.01401,4.244981618200794e-06
-0.013,4.385036093270271e-06
-0.01198,4.495366810988461e-06
-0.01099,4.634784953542426e-06
-0.00999,4.724479752790182e-06
-0.00899,4.804153952780349e-06
-0.008,4.903511119471928e-06
-0.00701,5.0428480968311445e-06
-0.00601,5.1224609110337e-06
-0.005,5.242348944101865e-06
-0.00401,5.3316247416660455e-06
-0.00302,5.500880349897863e-06
-0.00202,5.600410973062642e-06
-0.00101,5.820215993182654e-06
-9.36e-06,5.84972407834364e-06
0.00102,6.020057571562573e-06
0.00202,6.129504973726696e-06
0.00302,6.2489317766332305e-06
0.00402,6.358337980282178e-06
0.00501,6.477429830595948e-06
0.00601,6.586795041722294e-06
0.00701,6.746139653591053e-06
0.008,6.795170528042437e-06
0.009,6.924474147388595e-06
0.01,6.993757167477166e-06
0.011,7.173019588308147e-06
0.01201,7.302553724071026e-06
0.01299,7.4511905219405155e-06
0.01403,7.581558955688783e-06
0.01502,7.700446669419782e-06
0.01602,7.789605681977672e-06
0.01702,7.928744095277974e-06
0.018,8.027279754912559e-06
0.01899,8.136086507381458e-06
0.02001,8.235745075444403e-06
0.021,8.394510837450628e-06
0.022,8.543546666448142e-06
0.02301,8.712851944459214e-06
0.02399,8.801266682331907e-06
0.02499,8.910240919549231e-06
0.02601,8.979773420155736e-06
0.02702,9.148995269113653e-06
0.02802,9.257907090580488e-06
0.02903,9.417087120985574e-06
0.03003,9.495957537944656e-06
0.03101,9.644230561164844e-06
0.03201,9.743060191593901e-06
0.03301,9.901869222765372e-06
0.03402,9.98094543497214e-06
0.03501,1.0129425487335544e-05
0.03602,1.0258460089041986e-05
0.03701,1.0416899354875367e-05
0.038,1.0525318431376385e-05
0.03903,1.0714864323984928e-05
0.04001,1.083295566175319e-05
0.04101,1.0981599898863954e-05
0.04202,1.1070509669069414e-05
0.04301,1.1228826575312719e-05
0.04402,1.1377694735017849e-05
0.04501,1.1505970854731134e-05
0.04602,1.1634797403935936e-05
0.04702,1.1863317839508596e-05
0.04802,1.199181767582367e-05
0.04901,1.2020012222476903e-05
0.04999,1.214790209126625e-05
0.05101,1.237690931080426e-05
0.05202,1.240561102850808e-05
0.05301,1.2533724002101264e-05
0.05403,1.26626677676862e-05
0.05502,1.279073975081671e-05
0.05602,1.291907479307108e-05
0.05702,1.3047389236067858e-05
0.05801,1.3175400243335985e-05
0.05902,1.3303956324288657e-05
0.06003,1.3532491391938662e-05
0.06101,1.366015879698576e-05
0.06201,1.3788370449687177e-05
0.06301,1.3916561503131003e-05
0.06401,1.4044731957317245e-05
0.06504,1.4273725989635225e-05
0.06602,1.4301292256447419e-05
0.06702,1.4429400706868318e-05
0.06803,1.4557769332517012e-05
0.06903,1.468583637843016e-05
0.07002,1.4813602462585488e-05
0.07102,1.5041628515976036e-05
0.07201,1.5069354017533991e-05
0.07301,1.529733907840194e-05
0.07401,1.5425303540012297e-05
0.07501,1.5653247402365068e-05
0.07601,1.568117066546025e-05
0.07701,1.5909073329297847e-05
0.07804,1.5937791537556724e-05
0.07903,1.6165373878394294e-05
0.08003,1.629321433247397e-05
0.08102,1.642075609071417e-05
0.08203,1.6648833442860567e-05
0.08302,1.6776334414570735e-05
0.08404,1.680464763276105e-05
0.08503,1.7032107614008547e-05
0.08602,1.7259547405923682e-05
0.08703,1.738752073181926e-05
0.08802,1.761491973720437e-05
0.08902,1.7742575003958334e-05
0.09002,1.797020967145471e-05
0.09103,1.8098099776349633e-05
0.09204,1.8225968867941888e-05
0.09303,1.845326570306929e-05
0.09403,1.8680817767542733e-05
0.09502,1.8908074020072758e-05
0.09601,1.903531008327042e-05
0.09702,1.9263075564716863e-05
0.09801,1.94902708413845e-05
0.09901,1.971772032155516e-05
0.1,1.994487501562542e-05
0.101,2.027228350327348e-05
0.102,2.0499671391663952e-05
0.103,2.0827038680796832e-05
0.104,2.1154385370672125e-05
0.105,2.148171146128983e-05
0.106,2.1809016952649947e-05
0.107,2.2036301844752478e-05
0.108,2.246356613759742e-05
0.109,2.2790809831184774e-05
0.11,2.321803292551454e-05
0.111,2.3645235420586713e-05
0.112,2.3972417316401305e-05
0.113,2.4499578612958304e-05
0.114,2.4926719310257718e-05
0.115,2.5553839408299543e-05
0.116,2.598093890708378e-05
0.117,2.6608017806610427e-05
0.118,2.723507610687949e-05
0.119,2.7962113807890962e-05
0.12,2.8689130909644845e-05
0.121,2.9516127412141144e-05
0.122,3.0243103315379853e-05
0.123,3.127005861936097e-05
0.124,3.22969933240845e-05
0.125,3.352390742955045e-05
0.126,3.48508009357588e-05
0.127,3.637767384270957e-05
0.128,3.8204526150402756e-05
0.1291,4.0334039896722736e-05
0.13,4.265816896801635e-05
0.131,4.5484959477936765e-05
0.132,4.8711729388599596e-05
0.133,5.243847870000483e-05
0.134,5.666520741215248e-05
0.135,6.149191552504255e-05
0.136,6.681860303867502e-05
0.137,7.274526995304991e-05
0.138,7.917191626816722e-05
0.139,8.619854198402692e-05
0.14,9.372514710062906e-05
0.141,0.00010175173161797358
0.142,0.00010997829553606053
0.143,0.00011900483885488989
0.144,0.00012803136157446166
0.145,0.00013805786369477585
0.146,0.00014808434521583244
0.147,0.00015811080613763146
0.148,0.00016913724646017286
0.149,0.00017916366618345668
0.15,0.00019019006530748294
0.151,0.0002012164438322516
0.152,0.00021124280175776266
0.153,0.00022226913908401615
0.154,0.00023329545581101204
0.155,0.00024332175193875034
0.156,0.00025434802746723107
0.157,0.00026537428239645417
0.158,0.0002754005167264197
0.159,0.00028642673045712767
0.16,0.00029745292358857804
0.161,0.0003074790961207708
0.162,0.00031850524805370595
0.163,0.0003285313793873836
0.164,0.0003395574901218036
0.165,0.000350583580256966
0.166,0.00036060964979287084
0.167,0.0003706356987295181
0.168,0.00038166172706690776
0.1691,0.0003916903344458938
0.17,0.0004017137219439143
0.171,0.0004127396884835312
0.172,0.00042276563442389056
0.173,0.00043279155976499225
0.174,0.0004428174645068364
0.175,0.0004518433486494229
0.176,0.0004618692121927519
0.177,0.00047189505513682323
0.178,0.000480920877481637
0.179,0.0004899466792271933
0.18,0.0004989724603734918
0.181,0.0005079982209205328
0.182,0.0005160239608683162
0.183,0.000525049680216842
0.184,0.0005330753789661104
0.185,0.0005401010571161209
0.186,0.000548126714666874
0.187,0.0005551523516183696
0.188,0.0005621779679706074
0.189,0.0005682035637235878
0.19,0.0005742291388773104
0.191,0.0005802546934317755
0.192,0.0005852802273869831
0.1931,0.000590308290945569
0.1941,0.0005953337816423356
0.1951,0.0005993592517398446
0.1961,0.000603384701238096
0.197,0.000606407588174157
0.198,0.0006094329985338191
0.199,0.0006114583882942234
0.2,0.0006134837574553704
0.201,0.0006145091060172595
0.202,0.0006145344339798912
0.203,0.0006145597413432653
0.204,0.0006145850281073817
0.205,0.0006136102942722407
0.206,0.000611635539837842
0.2071,0.000609663286167861
0.208,0.0006066859691712718
0.209,0.0006027111529391004
0.21,0.0005987363161076714
0.211,0.0005927614586769848
0.212,0.0005867865806470406
0.213,0.0005788116820178388
0.214,0.0005708367627893793
0.215,0.0005608618229616624
0.216,0.0005488868625346877
0.217,0.0005359118815084557
0.218,0.0005219368798829658
0.2191,0.0005059643543027847
0.2201,0.000487989309418854
0.2211,0.0004670142439356657
0.2221,0.00044503915785321985
0.223,0.00041906156276665335
0.2241,0.00039108892389055536
0.2251,0.00035811377601033674
0.226,0.0003231361253057748
0.2271,0.0002891634184521268
0.2281,0.00025718820877413534
0.229,0.00022821050245157791
0.23,0.00020223525363499708
0.2311,0.0001792624561446157
0.2321,0.00016028716406959396
0.2331,0.00014431185139531465
0.2341,0.00013133651812177773
0.2351,0.00012036116424898324
0.2361,0.00011138578977693114
0.2371,0.00010341039470562147
0.2381,9.70349790350542e-05
0.2391,9.175954276522935e-05
0.24,8.708163251002174e-05
0.2411,8.330860842780687e-05
0.242,7.983066109393563e-05
0.243,7.685514448700618e-05
0.2441,7.428205242724128e-05
0.2451,7.200649256187089e-05
0.2461,6.983091209724292e-05
0.2471,6.795531103335736e-05
0.2481,6.627968937021421e-05
0.2491,6.470404710781348e-05
0.25,6.332595145928759e-05
0.2511,6.205270078523925e-05
0.2521,6.0876996725065755e-05
0.2531,5.9801272065634675e-05
0.254,5.872310225978146e-05
0.255,5.7847338461760955e-05
0.256,5.6971554064482866e-05
0.2571,5.619816743533445e-05
0.2581,5.5422339779615426e-05
0.2591,5.4746491524638815e-05
0.2601,5.4170622670404615e-05
0.2611,5.359473321691282e-05
0.2621,5.2918823164163444e-05
0.2631,5.2442892512156476e-05
0.2641,5.186694126089192e-05
0.2651,5.1490969410369784e-05
0.2661,5.111497696059005e-05
0.2671,5.0738963911552736e-05
0.2681,5.0262930263257825e-05
0.269,4.9884482367427176e-05
0.2701,4.9510801168895256e-05
0.2711,4.933470572282759e-05
0.2721,4.8958589677502324e-05
0.2731,4.868245303291948e-05
0.2741,4.8406295789079045e-05
0.2751,4.823011794598102e-05
0.2761,4.805391950362542e-05
0.2771,4.777770046201222e-05
0.2781,4.750146082114143e-05
0.2791,4.7425200581013056e-05
0.2801,4.724891974162709e-05
0.2811,4.717261830298354e-05
0.2821,4.69962962650824e-05
0.2831,4.681995362792368e-05
0.2841,4.6643590391507364e-05
0.2851,4.666720655583346e-05
0.2861,4.6490802120901964e-05
0.2871,4.641437708671289e-05
0.2881,4.623793145326623e-05
0.2891,4.6161465220561965e-05
0.2901,4.608497838860012e-05
0.2911,4.6008470957380696e-05
0.2921,4.5931942926903676e-05
0.293,4.585305008710911e-05
0.2941,4.5778825068176873e-05
0.295,4.579989514971866e-05
0.2961,4.572562481241971e-05
0.2971,4.574899378565476e-05
0.2981,4.567234215963221e-05
0.2991,4.569566993435207e-05
0.3001,4.5618977109814354e-05
0.3011,4.564226368601904e-05
0.3021,4.556552966296614e-05
0.3031,4.558877504065565e-05
0.3041,4.5611999819087576e-05
0.3051,4.563520399826191e-05
0.3061,4.555838757817866e-05
0.3071,4.5581550558837814e-05
0.3081,4.560469294023939e-05
0.3091,4.562781472238338e-05
0.3101,4.5550915905269775e-05
0.3111,4.567399648889858e-05
0.3121,4.5597056473269804e-05
0.3131,4.572009585838343e-05
0.3141,4.5743114644239474e-05
0.3151,4.576611283083793e-05
0.3161,4.5789090418178795e-05
0.3171,4.581204740626208e-05
0.3181,4.593498379508777e-05
0.3191,4.595789958465587e-05
